id;session_id;user_id;role;content;created_at;feedback;feedback_note
6bfd0fd6-d0bc-472c-b6b9-29fdf4eb9bc2;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;RTA, branch wise feb 1-28, provide in a table;2026-03-12 05:29:20.930249+00;;
8a883ffc-0e28-4ac0-babc-c8c8aaa90002;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam,

Here is the branch-wise RTA table for 1 Feb to 28 Feb:

| Branch | Registrations | Attendance | RTA |
|---|---:|---:|---:|
| Unassigned/Blank Branch | 1,473 | 0 | 0.00% |
| Chawkbazar Branch | 2,148 | 223 | 10.38% |
| Mirpur Branch | 2,380 | 352 | 14.79% |
| Moghbazar Branch | 965 | 170 | 17.62% |
| Panthapath Branch | 1,286 | 232 | 18.04% |
| Uttara Branch | 3,379 | 253 | 7.49% |

If you want, I can also provide:
- overall RTA for this period
- programme-wise RTA within each branch
- same table excluding unassigned branch data";2026-03-12 05:29:32.845424+00;;
c4b1bdac-645a-496e-b82a-2a8096ac552f;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;RTA, branch wise, program wise, feb 1-28, provide in a table;2026-03-12 05:30:47.236381+00;;
dee957e6-dec0-4604-9143-a1681d8443d0;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam, Feb 1–28 branch-wise, programme-wise RTA table is below.

| Branch | Programme | Registrations | Attendance | RTA |
|---|---|---:|---:|---:|
| Chawkbazar Branch | IELTS Programme | 448 | 79 | 17.63% |
| Chawkbazar Branch | Kids English (Class 3 - Class 5) | 39 | 11 | 28.21% |
| Chawkbazar Branch | Kids English (KG - Class 2) | 116 | 29 | 25.00% |
| Chawkbazar Branch | Spoken English Course | 710 | 63 | 8.87% |
| Chawkbazar Branch | Spoken English Junior (Class 6 - Class 10) | 889 | 49 | 5.51% |
| Mirpur Branch | After SSC English | 1 | 0 | 0.00% |
| Mirpur Branch | IELTS Programme | 672 | 143 | 21.28% |
| Mirpur Branch | Kids English (Class 3 - Class 5) | 56 | 22 | 39.29% |
| Mirpur Branch | Kids English (KG - Class 2) | 160 | 36 | 22.50% |
| Mirpur Branch | Spoken English Course | 852 | 93 | 10.92% |
| Mirpur Branch | Spoken English Junior (Class 6 - Class 10) | 706 | 62 | 8.78% |
| Moghbazar Branch | IELTS Programme | 366 | 79 | 21.58% |
| Moghbazar Branch | Kids English (Class 3 - Class 5) | 49 | 16 | 32.65% |
| Moghbazar Branch | Kids English (KG - Class 2) | 60 | 17 | 28.33% |
| Moghbazar Branch | Spoken English Course | 323 | 40 | 12.38% |
| Moghbazar Branch | Spoken English Junior (Class 6 - Class 10) | 190 | 21 | 11.05% |
| Panthapath Branch | IELTS Programme | 454 | 106 | 23.35% |
| Panthapath Branch | Kids English (Class 3 - Class 5) | 31 | 10 | 32.26% |
| Panthapath Branch | Kids English (KG - Class 2) | 79 | 23 | 29.11% |
| Panthapath Branch | Spoken English Course | 462 | 72 | 15.58% |
| Panthapath Branch | Spoken English Junior (Class 6 - Class 10) | 300 | 24 | 8.00% |
| Uttara Branch | IELTS Programme | 769 | 87 | 11.31% |
| Uttara Branch | Kids English (Class 3 - Class 5) | 68 | 8 | 11.76% |
| Uttara Branch | Kids English (KG - Class 2) | 149 | 35 | 23.49% |
| Uttara Branch | Spoken English Course | 962 | 86 | 8.94% |
| Uttara Branch | Spoken English Junior (Class 6 - Class 10) | 1606 | 40 | 2.49% |

Excluded from the clean branch-wise table because branch/programme was null or unclear:
- Blank Branch + Blank Programme: 315 regs, 0 att., 0.00%
- Blank Branch + Spoken English LIVE Course: 1,158 regs, 0 att., 0.00%

If you want, I can also give this as:
1. branch total RTA,
2. programme total RTA across all branches, or
3. a pivot-style table.";2026-03-12 05:31:03.960411+00;;
1373e5f6-df51-433b-a223-8d18b4ce8da2;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;ATA, branch wise feb 1-28, provide in a table;2026-03-12 05:32:20.72047+00;;
812561b1-7cbb-450c-891b-dfc7c863a758;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam, here is the branch-wise ATA for 1 Feb to 28 Feb:

| Branch | Attendance | Admissions | ATA |
|---|---:|---:|---:|
| Uttara Branch | 264 | 20 | 7.58% |
| Moghbazar Branch | 176 | 12 | 6.82% |
| Chawkbazar Branch | 232 | 12 | 5.17% |
| Panthapath Branch | 263 | 12 | 4.56% |
| Mirpur Branch | 384 | 11 | 2.86% |

Highest ATA: Uttara Branch at 7.58%  
Lowest ATA: Mirpur Branch at 2.86%";2026-03-12 05:32:30.632821+00;;
c2804d3b-54f5-451a-8bbb-c313b14c06e7;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;walk-ins, branch wise feb 1-28, provide in a table;2026-03-12 05:36:55.660569+00;;
88d567ab-d8bf-4b4e-abb7-a7f5b9ec218b;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam, Feb 1–28 branch-wise walk-ins are below.

| Branch | Walk-ins |
|---|---:|
| Chawkbazar Branch | 141 |
| Mirpur Branch | 27 |
| Moghbazar Branch | 64 |
| Panthapath Branch | 131 |
| Uttara Branch | 70 |

If you want, I can also add:
- total walk-ins,
- branch-wise share %,
- or walk-in admissions alongside this table.";2026-03-12 05:37:20.524364+00;;
98434488-8870-4bba-b6a8-e173a749c40c;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;walk-ins, branch wise program wise feb 1-28, provide in a table;2026-03-12 05:40:57.556545+00;;
299011d7-fa1b-4d88-88d5-361eda02deb8;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam, here are the branch-wise, program-wise walk-ins for 1 Feb to 28 Feb:

| Branch | Programme | Walk-ins |
|---|---|---:|
| Chawkbazar Branch | Unspecified | 24 |
| Chawkbazar Branch | After SSC English | 1 |
| Chawkbazar Branch | English Foundation Programme | 2 |
| Chawkbazar Branch | English Olympiad | 1 |
| Chawkbazar Branch | IELTS Programme | 33 |
| Chawkbazar Branch | Kids English | 17 |
| Chawkbazar Branch | Spoken English Course | 42 |
| Chawkbazar Branch | Spoken English Junior (Class 6 - Class 10) | 24 |
| Mirpur Branch | Unspecified | 13 |
| Mirpur Branch | English Foundation Programme | 2 |
| Mirpur Branch | IELTS Programme | 8 |
| Mirpur Branch | Kids English | 1 |
| Mirpur Branch | Spoken English Course | 1 |
| Mirpur Branch | Spoken English Junior (Class 6 - Class 10) | 2 |
| Moghbazar Branch | Unspecified | 35 |
| Moghbazar Branch | English Foundation Programme | 4 |
| Moghbazar Branch | IELTS Programme | 10 |
| Moghbazar Branch | Kids English | 5 |
| Moghbazar Branch | Spoken English Course | 3 |
| Moghbazar Branch | Spoken English Junior (Class 6 - Class 10) | 7 |
| Panthapath Branch | Unspecified | 33 |
| Panthapath Branch | After SSC English | 2 |
| Panthapath Branch | English Foundation Programme | 8 |
| Panthapath Branch | English Olympiad | 1 |
| Panthapath Branch | IELTS Programme | 55 |
| Panthapath Branch | Kids English | 10 |
| Panthapath Branch | Spoken English Course | 22 |
| Panthapath Branch | Spoken English Junior (Class 6 - Class 10) | 7 |
| Uttara Branch | Unspecified | 22 |
| Uttara Branch | After SSC English | 1 |
| Uttara Branch | English Foundation Programme | 2 |
| Uttara Branch | IELTS Programme | 16 |
| Uttara Branch | Kids English | 11 |
| Uttara Branch | Spoken English Course | 6 |
| Uttara Branch | Spoken English Junior (Class 6 - Class 10) | 12 |

If you want, I can also provide:
- a pivot table version with branches as rows and programmes as columns, or
- branch-wise total walk-ins for the same period.";2026-03-12 05:41:14.734779+00;;
e8b7938e-c4d4-4e19-93f2-73f1d7b7748f;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;admissions, branch wise feb 1-28, provide in a table;2026-03-12 05:44:59.540982+00;;
1636c433-e6fe-4f64-be8b-ecf65c6c5a8a;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam,

Here is the branch-wise admissions table for 1 Feb to 28 Feb:

| Branch | Admissions |
|---|---:|
| Chawkbazar Branch | 32 |
| Mirpur Branch | 16 |
| Moghbazar Branch | 20 |
| Panthapath Branch | 23 |
| Uttara Branch | 30 |

Total admissions: 121

If you want, I can also provide:
- branch-wise ATA for this period
- programme-wise admissions within each branch
- branch-wise revenue alongside admissions";2026-03-12 05:45:08.500198+00;;
86ba2406-5fb3-45d4-a3b0-9471a3fe425b;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;admissions, branch wise feb 1-28, provide in a table, for admission you are supposed to use offline_admssions_gsheet_v3;2026-03-12 05:47:17.078143+00;;
5812a564-e67a-4aa4-b256-f67841465039;cd42748c-627b-4c4d-ac6e-0b90a6fd7559;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam,

Using `offline_admissions_gsheet_v3`, here is the branch-wise admissions table for 1 Feb to 28 Feb:

| Branch | Admissions |
|---|---:|
| Chawkbazar Branch | 90 |
| Mirpur Branch | 59 |
| Moghbazar Branch | 91 |
| Panthapath Branch | 104 |
| Uttara Branch | 90 |

| Total | 434 |

If you want, I can next give:
- branch-wise ATA for Feb 1–28
- programme-wise admissions by branch
- admissions with revenue by branch";2026-03-12 05:47:27.45867+00;;
4b844f43-5de4-444d-920c-4547b74e928d;63b58d90-c422-4744-9cdf-af60dafa225c;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Show today's called vs uncalled leads;2026-03-17 18:34:42.336396+00;;
26feb5de-f798-41ec-9581-b60cea65a4c1;63b58d90-c422-4744-9cdf-af60dafa225c;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam, today’s called vs uncalled leads:

- Total tele-eligible leads: 122
- Called leads: 57
- Uncalled leads: 65

Called rate: 46.7%
Uncalled rate: 53.3%";2026-03-17 18:34:53.443933+00;;
4607e496-9c7b-4d9b-a326-c1fd8ae460d0;f45a6faf-3b05-4578-bbcd-6e4adf77ad82;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Are Facebook leads attending well?;2026-03-17 19:56:41.09079+00;;
1b00fe32-aa03-4739-8718-58c6bfa12745;79c52620-9b3f-4e7f-8363-ea3832f3f780;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Which branch has the best ATA trend?;2026-03-17 20:03:04.197702+00;;
dd4c946d-1daf-4568-b0ef-738d0ad700ec;79c52620-9b3f-4e7f-8363-ea3832f3f780;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam — based on this result, **Moghbazar Branch has the best ATA trend overall**.

### Why Moghbazar looks best
- It shows the **most stable high ATA** across a long stretch of months in **2025**
- From **May–Nov 2025**, Moghbazar mostly stayed around **27%–39%**
- It also has a strong peak at **63.0% in May 2025**
- Compared to other branches, it has **less volatility than Mirpur** and **better consistency than Panthapath/Uttara**

### Quick branch view
- **Moghbazar**: best mix of **consistency + strong ATA**
- **Mirpur**: strong mid-2025 performance, but sharper decline later
- **Panthapath**: good periods, but more fluctuation
- **Uttara**: a few strong months, but inconsistent
- **Chawkbazar**: weaker overall than the others

### Important caveat
Some early months have **ATA above 100%** for branches like:
- **Uttara Sep 2024: 321.05%**
- **Panthapath Sep 2024: 113.79%**

These are not reliable for trend judgment and likely happened because the query compares:
- **attendance in a submission month**
vs
- **admissions recorded in that same submission month cohort**

So admissions may not be perfectly aligned with attendance timing. For a cleaner ATA trend, it is better to calculate:

**Admissions from attended users / attended users**, using the same cohort logic and ideally admission after attendance.

### Final answer
If you want a practical business answer from this table: **Moghbazar Branch has the best ATA trend.**

If you want, I can also rank all branches by:
1. **average ATA**
2. **last 6 months ATA**
3. **trend slope / consistency score**";2026-03-17 20:03:19.889394+00;;
0fca9970-002b-4154-8aba-5e307fc6c4a4;11d6fac5-5de8-438f-87f9-be55dfdc6d6a;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Which branch has best ATA?;2026-03-17 20:05:32.952894+00;;
e026fcbe-cb9f-4903-bf81-c115e7105e29;11d6fac5-5de8-438f-87f9-be55dfdc6d6a;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam,

Based on the result, **Uttara Branch has the best ATA**.

### ATA ranking by branch
1. **Uttara Branch** — **29.33%**
2. **Panthapath Branch** — **23.51%**
3. **Moghbazar Branch** — **22.61%**
4. **Mirpur Branch** — **16.46%**
5. **Chawkbazar Branch** — **13.98%**

### Supporting numbers
- **Uttara Branch:** 3,597 attendance, 1,055 admissions
- **Panthapath Branch:** 3,497 attendance, 822 admissions
- **Moghbazar Branch:** 3,477 attendance, 786 admissions
- **Mirpur Branch:** 5,013 attendance, 825 admissions
- **Chawkbazar Branch:** 2,489 attendance, 348 admissions

Note: The result also contains some **null/test branch values**, which should be ignored.

If you want, I can also give you:
- **best ATA for only valid branches cleaned properly**
- **ATA by month**
- **ATA by branch + programme**
- **latest 30 days ATA leaderboard**";2026-03-17 20:05:46.749648+00;;
22e2a415-72e9-4309-a617-87eaaccfa362;11d6fac5-5de8-438f-87f9-be55dfdc6d6a;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;thanks;2026-03-17 20:11:40.617085+00;;
31eef796-3f19-4ea5-a417-4f9b600734a0;11d6fac5-5de8-438f-87f9-be55dfdc6d6a;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;Hello Uttam. You’re welcome.;2026-03-17 20:11:44.904309+00;;
d6453566-2a73-4efd-aa48-7eb5529d6929;c4490d4f-65cd-4a1a-ad4e-ce25f19348dd;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Show admissions by Jogodish Ghosh this month;2026-03-17 20:48:25.487597+00;;
f523b247-75f5-4c9e-a8a4-48beb6e6141e;c4490d4f-65cd-4a1a-ad4e-ce25f19348dd;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;Hello Uttam, Jogodish Ghosh has **0 admissions** this month so far.;2026-03-17 20:48:34.303976+00;;
95e308bb-d39b-4d78-9588-b292299e04b4;7fb72542-ce08-4ed6-9f7a-e122987f46a1;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Which lead source brings weak attendance?;2026-03-18 07:15:43.488513+00;;
2561919d-61d3-4745-87d6-48329cf1b483;c136d7a1-8e17-40e5-96fa-8287706019a4;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Show IELTS attendance this month;2026-03-18 07:46:31.109746+00;;
72fcc956-9375-4c39-8b60-4c42f30b1ff3;7fb72542-ce08-4ed6-9f7a-e122987f46a1;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hi Uttam,

These lead sources are bringing the weakest attendance based on lowest RTA:

### Very weak / likely problematic
- **Spoken English LIVE Course** — 5,765 regs, **0 attendance**, **0.00% RTA**
- **Free Class Social (Manual)** — 3,018 regs, **0 attendance**, **0.00% RTA**
- **Kids English December** — 1,013 regs, **0 attendance**, **0.00% RTA**
- **Offline Centre Outbound** — 13,950 regs, 7 attendance, **0.05% RTA**
- **Spoken English December** — 1,179 regs, 4 attendance, **0.34% RTA**
- **Offline Centre Static** — 6,696 regs, 44 attendance, **0.66% RTA**
- **School Activation** — 2,237 regs, 17 attendance, **0.76% RTA**
- **Free Class MPB** — 2,883 regs, 27 attendance, **0.94% RTA**

### Other weak sources
- **Free Class Activation** — **1.30%**
- **Offline Centre Activation** — **2.09%**
- **Offline Centre May** — **3.14%**
- **Offline Centre March** — **3.15%**
- **Offline Centre January** — **3.31%**
- **Offline Centre December** — **3.58%**
- **Offline Centre February** — **4.46%**
- **Offline Centre April** — **4.74%**

### Key takeaways
- The most concerning ones are the sources with **0% or near-0% attendance**, especially:
  - **Spoken English LIVE Course**
  - **Free Class Social (Manual)**
  - **Kids English December**
  - **Offline Centre Outbound**
- Some of these may be genuinely weak sources, but some also look like **mapping / attendance linkage issues** because zero attendance at this scale is unusual.

### Practical interpretation
If you want sources that are both **large volume + weak attendance**, prioritize checking:
1. **Offline Centre Outbound** — huge volume, almost no attendance
2. **Offline Centre Static**
3. **Free Class Social (Manual)**
4. **Spoken English LIVE Course**
5. **Offline Centre Activation**
6. **Free Class MPB**

If you want, I can also group these into:
- **Likely data issue**
- **Likely poor-quality lead source**
- **Need Calling Ops intervention**";2026-03-18 07:16:02.152416+00;dislike;Test
41261a48-ccd8-40e9-9702-5fb1caaf63ed;6cc79d7c-008c-4ed5-bda6-19c6d3375428;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Show today's registrations by branch;2026-03-18 07:31:00.61583+00;;
2855f226-1ee8-40eb-ba78-ab17c75db6dd;6cc79d7c-008c-4ed5-bda6-19c6d3375428;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hi Uttam, today’s registrations by branch:

- Mirpur Branch: 20
- Uttara Branch: 20
- Chawkbazar Branch: 19
- Moghbazar Branch: 11
- Panthapath Branch: 11

Total: 81 registrations

If you want, I can also show this split by programme or source for today.";2026-03-18 07:31:08.363415+00;like;
51f0a06c-a5d3-41ec-b611-f9cd1447794b;c136d7a1-8e17-40e5-96fa-8287706019a4;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hi Uttam,

**IELTS attendance this month:** **92**

| Metric | Value |
|---|---:|
| IELTS Free Class Attendance | 92 |

If you want, I can also break this down by **branch**, **date**, or compare it with **last month**.";2026-03-18 07:46:39.997173+00;;
a86ef239-0a5a-488b-9f45-d1e82a8afbf8;c136d7a1-8e17-40e5-96fa-8287706019a4;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;give me tips;2026-03-18 07:46:50.301085+00;;
c85e7c11-6019-412e-812f-8ef7570e06a4;c7fa36ba-cd9d-48cc-b11e-634b094fbccf;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam Deb, BI.

How can I help you with EC data today?

You can ask for things like:
- registrations, attendance, admissions
- RTA or ATA
- branch-wise or programme-wise performance
- ADO-wise admissions or revenue
- walk-ins and walk-in admissions
- collection, booking, due, or installment trends
- CX / calling ops metrics";2026-03-21 19:43:59.248538+00;like;
a50a88da-1698-49fc-a565-b6d10d20e527;c136d7a1-8e17-40e5-96fa-8287706019a4;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam Deb. Here are a few quick tips for using EC Data Agent effectively:

1. Be specific with scope
- Mention branch, programme, date range, source, or owner.
- Example: “Show Mirpur branch registrations and attendance for last 7 days.”

2. Mention the metric clearly
- Use terms like registrations, attendance, admissions, RTA, ATA, walk-ins, revenue, collection, due.
- Example: “Give branch-wise ATA for this month.”

3. Ask for the format you want
- You can ask for summary, table, comparison, trend, top/bottom performers, or insight bullets.
- Example: “Give a short summary with a markdown table.”

4. For ops follow-up, ask action-oriented questions
- Example: “Which branches are weak in attendance this week?”
- Example: “Which ADOs have high due but low collection?”

5. For CX or tele analysis, mention calling scope
- Example: “Show last 30 days tele-eligible vs dialled by submission date.”
- Example: “Give absent leads by branch and programme.”

6. For admissions and revenue, separate booking vs collection
- Booking = expected total revenue
- Collection = actually received amount
- Tip: asking both together avoids confusion.

7. If you want cleaner analysis, ask for exclusions
- Example: “Exclude IELTS Mock Test and Study Abroad.”
- Example: “Only new leads.”

8. Use comparison prompts
- Example: “Compare Uttara vs Panthapath for registrations, attendance and admissions in March.”

9. Ask for drill-down when needed
- Start branch-wise, then programme-wise, then ADO-wise.
- This usually gives faster decision-making.

10. Good prompt examples

| Use case | Better prompt |
|---|---|
| Lead performance | Show branch-wise registrations, attendance, admissions, RTA and ATA for last 14 days |
| Revenue | Show collection, booking, due and admission count by branch for this month |
| ADO review | Show ADO-wise admissions and collection for Panthapath this month |
| CX review | Show tele-eligible, reached, pitched, confirmed and attendance for last 30 days |
| Programme trend | Compare IELTS and Spoken English Course performance for last 4 weeks |

If you want, I can also give you:
- 20 ready-to-use prompt templates
- role-based prompt suggestions for BM / ADO / CX / BI
- a compact cheat sheet for all EC metrics";2026-03-18 07:47:03.850587+00;like;
8c00e23e-c928-4801-a530-262a34fa4794;365c618a-c872-45b6-a73e-0bf0dd705a50;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Which branch dropped most this week?;2026-03-18 07:59:30.682541+00;;
3421fad6-6ce2-4b51-b3bd-c25544516a86;365c618a-c872-45b6-a73e-0bf0dd705a50;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam,

The biggest drop this week was in **Chawkbazar Branch**.

| Branch | Last Week Regs | This Week Regs | Drop |
|---|---:|---:|---:|
| Chawkbazar Branch | 646 | 475 | **-171** |
| Moghbazar Branch | 269 | 167 | -102 |
| Mirpur Branch | 572 | 472 | -100 |
| Panthapath Branch | 251 | 153 | -98 |
| Uttara Branch | 716 | 635 | -81 |

There is also one **blank/null branch** entry:

| Branch | Last Week Regs | This Week Regs | Drop |
|---|---:|---:|---:|
| Unassigned / blank branch | 315 | 220 | -95 |

**Answer:** Chawkbazar Branch dropped the most, by **171 registrations WoW**.

If you want, I can also give you:
1. **drop % by branch**
2. **only active valid branches excluding null**
3. **a quick reason-cut by lead source/programme for Chawkbazar**";2026-03-18 07:59:44.176905+00;;
2d430b39-b894-4a81-8fe9-04557441d4f8;365c618a-c872-45b6-a73e-0bf0dd705a50;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Give me some tips;2026-03-18 08:00:05.185951+00;;
a1f4552a-e349-4b01-b8ca-7697e26a05b7;365c618a-c872-45b6-a73e-0bf0dd705a50;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam,

Since **Chawkbazar Branch** dropped the most this week, here are some practical checks and action points:

### Immediate tips for Chawkbazar

1. **Check lead source mix**
   - Compare this week vs last week by **lead_source** and **data_source**.
   - See whether the drop came mainly from **Facebook Form**, **Booking System**, or a specific campaign source.

2. **Check programme-wise drop**
   - Break Chawkbazar registrations by programme.
   - This will show whether the decline is mainly from **IELTS**, **Spoken English**, **SEJ**, or **Kids English**.

3. **Check class slot availability**
   - If fewer free class slots were opened in ERP, registrations naturally fall.
   - Good to verify with the **CM team** whether routine or slots were missing or uploaded late.

4. **Check day-wise pattern**
   - See which exact day dropped the most this week.
   - That usually helps identify whether it was a one-day issue or a full-week demand issue.

5. **Review ad delivery and campaign continuity**
   - If MPB changed budget, paused ads, or shifted focus, Chawkbazar may have received less volume.
   - A branch-level lead source view will confirm this quickly.

6. **Check booking-to-attendance health too**
   - Even if regs dropped, attendance may still be manageable.
   - If both regs and attendance dropped together, then it is a broader funnel issue.

7. **Check repeat vs new lead mix**
   - If new leads fell sharply but old/repeat leads stayed similar, acquisition may be the main issue.

### Suggested next cuts

If you want to diagnose this properly, I’d suggest these 3 cuts first:

| Priority | Analysis | Why it helps |
|---|---|---|
| 1 | Chawkbazar branch by lead source | Finds which source caused the drop |
| 2 | Chawkbazar branch by programme | Finds which product demand weakened |
| 3 | Chawkbazar day-wise this week vs last week | Finds when the fall happened |

### Recommended next step

I can pull any of these for you next:

1. **Chawkbazar drop by lead source**
2. **Chawkbazar drop by programme**
3. **Day-wise comparison for all branches**
4. **Drop % ranking instead of absolute drop**

";2026-03-18 08:00:19.115995+00;;
5bc30d5c-11f8-4922-86d1-26ee79ded4e6;4518b3e9-4d97-40f2-8c26-f62d78257522;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;Who am i;2026-03-18 08:05:16.588204+00;;
b6a47ae6-3a1b-447e-9f6a-40e307263a18;4518b3e9-4d97-40f2-8c26-f62d78257522;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam Deb. You are Uttam Deb, BI from the Data & AI team at 10 Minute School and the primary data stakeholder for English Centre operations. You also built this EC Data Agent.

You usually work with:

| Area | Your involvement |
|---|---|
| BI & reporting | G99 dashboard, Metabase, and reporting support |
| Data stakeholder | EC data definitions, validation, and analysis |
| Ops support | Registrations, Attendance, Admissions, RTA, ATA, walk-ins, revenue |
| Systems | ClassroomOS, Booking System, and related data flows |

If you want, I can also help you with EC metrics, branch-wise performance, ADO-wise admissions, CX calling data, or revenue analysis.";2026-03-18 08:05:24.33921+00;;
9dfd10cf-b02d-4182-91fa-7aeadf7b58e5;2ef2e30b-ce54-4810-a4b1-fd23a0625b78;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;show me branch wise regs for today;2026-03-18 08:13:52.073648+00;;
57a15130-a31e-44eb-9b5f-b3306ab9f6e3;2ef2e30b-ce54-4810-a4b1-fd23a0625b78;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"Hello Uttam bhai — branch-wise registrations for today:

| Branch | Registrations |
|---|---:|
| Chawkbazar Branch | 19 |
| Mirpur Branch | 20 |
| Moghbazar Branch | 11 |
| Panthapath Branch | 11 |
| Uttara Branch | 20 |

**Total regs today: 81**

If you want, I can also show:
- branch-wise **attendance/admissions for today**
- **source-wise regs**
- **programme-wise regs by branch**";2026-03-18 08:14:04.123934+00;;
349ed576-2c77-4979-94db-6ca029073fb9;abd5bd97-7387-4660-9ca4-178eba99de9d;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;user;show me branch wise regs for today in a pie chart;2026-03-18 09:21:24.767409+00;;
0a422d4c-d83b-4672-b868-9a61c60fc7c2;abd5bd97-7387-4660-9ca4-178eba99de9d;3cff3c68-2f8e-4f73-8a89-d84bdebaa1e9;assistant;"{""output"":""Hello Uttam Deb\n\nHere is today’s branch-wise registrations in a pie chart.\n\n```chart\n{\n  \""type\"": \""pie\"",\n  \""title\"": \""Branch-wise registrations today\"",\n  \""description\"": \""Share of distinct free class registrations by branch for today. Date filter applied: today in Asia/Dhaka timezone.\"",\n  \""labelKey\"": \""branch\"",\n  \""valueKey\"": \""registrations\"",\n  \""data\"": [\n    {\n      \""branch\"": \""Mirpur Branch\"",\n      \""registrations\"": 24,\n      \""color\"": \""#3b82f6\""\n    },\n    {\n      \""branch\"": \""Chawkbazar Branch\"",\n      \""registrations\"": 22,\n      \""color\"": \""#f59e0b\""\n    },\n    {\n      \""branch\"": \""Uttara Branch\"",\n      \""registrations\"": 22,\n      \""color\"": \""#10b981\""\n    },\n    {\n      \""branch\"": \""Panthapath Branch\"",\n      \""registrations\"": 13,\n      \""color\"": \""#8b5cf6\""\n    },\n    {\n      \""branch\"": \""Moghbazar Branch\"",\n      \""registrations\"": 12,\n      \""color\"": \""#ef4444\""\n    }\n  ],\n  \""options\"": {\n    \""showLegend\"": true,\n    \""showTooltip\"": true,\n    \""showLabels\"": true,\n    \""valueLabel\"": \""Registrations\""\n  }\n}\n```\n\n| Branch | Registrations |\n|---|---:|\n| Mirpur Branch | 24 |\n| Chawkbazar Branch | 22 |\n| Uttara Branch | 22 |\n| Panthapath Branch | 13 |\n| Moghbazar Branch | 12 |\n\nTotal registrations today: 93""}";2026-03-18 09:21:48.622508+00;;
